movie_name,year,duration,imdb_rating,vote_count,metascore,storyline,url
Avengers: Infinity War,2018,2h 29m,8.4,1.4M,68,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,https://www.imdb.com/title/tt4154756/
The Pianist,2002,2h 30m,8.5,1M,85,"During WWII, acclaimed Polish musician Wladyslaw faces various struggles as he loses contact with his family. As the situation worsens, he hides in the ruins of Warsaw in order to survive.",https://www.imdb.com/title/tt0253474/
Mean Girls,2004,1h 37m,7.1,484K,66,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",https://www.imdb.com/title/tt0377092/
Toy Story 5,N/A,N/A,N/A,N/A,N/A,"Woody, Buzz, Jessie and the rest of the gang's jobs are challenged when they're introduced to electronics, a new threat to playtime.",https://www.imdb.com/title/tt29355505/
What Happens at Night,N/A,N/A,N/A,N/A,N/A,"A married American couple visits a snowy European town to adopt. At their eerie hotel, they meet odd characters - a chanteuse, businessman, and faith healer. Reality blurs as they pursue the baby and question their lives.",https://www.imdb.com/title/tt27549797/
The Dictator,2012,1h 23m,6.5,366K,58,The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.,https://www.imdb.com/title/tt1645170/
Ocean's Eleven,2001,1h 56m,7.7,671K,74,"Danny Ocean, a gangster, rounds up a gang of associates to stage a sophisticated and elaborate casino heist which involves robbing three Las Vegas casinos simultaneously during a popular boxing event.",https://www.imdb.com/title/tt0240772/
Fuze,2025,1h 38m,6.5,244,58,An unexploded WWII bomb is discovered on a busy construction site in the centre of London. Chaos ensues as the military and police begin a mass evacuation against a ticking clock.,https://www.imdb.com/title/tt31189814/
Hacksaw Ridge,2016,2h 19m,8.1,677K,71,"World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",https://www.imdb.com/title/tt2119532/
A Quiet Place,2018,1h 30m,7.5,655K,82,A family struggles for survival in a world invaded by blind alien creatures with ultra-sensitive hearing.,https://www.imdb.com/title/tt6644200/
Resident Evil,N/A,N/A,N/A,N/A,N/A,Follows a hapless courier tasked with delivering a package to a remote hospital. He soon finds himself caught in the middle of an outbreak and must fight through hordes of mutated creatures to survive.,https://www.imdb.com/title/tt35538033/
Companion,2025,1h 37m,6.9,172K,70,A weekend getaway with friends at a remote cabin turns into chaos after it's revealed that one of the guests is not what they seem.,https://www.imdb.com/title/tt26584495/
Supergirl,N/A,N/A,N/A,N/A,N/A,"Kara Zor-El, aka Supergirl, joins forces with an unlikely companion on an interstellar journey of vengeance and justice when an unexpected adversary strikes too close to home.",https://www.imdb.com/title/tt8814476/
Gaslit by My Husband: The Morgan Metzer Story,2024,1h 28m,5.8,1.3K,N/A,"Morgan's ex-husband Rodney shows up minutes after a masked intruder has assaulted her in her home. Rodney's answers to the authorities' questions don't seem to add up, which makes him the prime suspect in the attack. Based on a true story.",https://www.imdb.com/title/tt32245467/
The Phoenician Scheme,2025,1h 41m,6.6,67K,70,"Wealthy businessman Zsa-zsa Korda appoints his only daughter, a nun, as sole heir to his estate. As Korda embarks on a new enterprise, they soon become the target of scheming tycoons, foreign terrorists and determined assassins.",https://www.imdb.com/title/tt30840798/
Eden,2024,2h 9m,6.5,43K,58,"Based on a factual account of a group of outsiders who settle on a remote island only to discover their greatest threat isn't the brutal climate or deadly wildlife, but each other.",https://www.imdb.com/title/tt23149780/
Mystic River,2003,2h 18m,7.9,521K,84,"The tragic murder of a 19-year-old girl reunites three childhood friends still living in Boston--the victim's gangster father, a detective, and the disturbed man they both suspect of killing her.",https://www.imdb.com/title/tt0327056/
V for Vendetta,2005,2h 12m,8.1,1.2M,62,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.",https://www.imdb.com/title/tt0434409/
The Banshees of Inisherin,2022,1h 54m,7.6,295K,87,"Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.",https://www.imdb.com/title/tt11813216/
The Worst Person in the World,2021,2h 8m,7.7,126K,91,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",https://www.imdb.com/title/tt10370710/
The Revenant,2015,2h 36m,8.0,947K,76,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,https://www.imdb.com/title/tt1663202/
Normal,N/A,1h 30m,7.3,255,65,Centers on a temporary small-town sheriff who uncovers dark mysteries after a local bank robbery.,https://www.imdb.com/title/tt31195136/
The Sixth Sense,1999,1h 47m,8.2,1.1M,64,"After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret.",https://www.imdb.com/title/tt0167404/
Get Out,2017,1h 44m,7.8,813K,85,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",https://www.imdb.com/title/tt5052448/
Guardians of the Galaxy Vol. 3,2023,2h 30m,7.9,468K,64,"Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful.",https://www.imdb.com/title/tt6791350/
A Minecraft Movie,2025,1h 41m,5.6,157K,45,Four misfits are suddenly pulled through a mysterious portal into a bizarre cubic wonderland that thrives on imagination. To get back home they'll have to master this world while embarking on a quest with an unexpected expert crafter.,https://www.imdb.com/title/tt3566834/
Spider-Man: Far from Home,2019,2h 9m,7.3,635K,69,"Peter Parker, the beloved superhero Spider-Man, faces four destructive elemental monsters while on holiday in Europe. Soon, he receives help from Mysterio, a fellow hero with mysterious origins.",https://www.imdb.com/title/tt6320628/
1917,2019,1h 59m,8.2,768K,78,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",https://www.imdb.com/title/tt8579674/
Grave of the Fireflies,1988,1h 28m,8.5,382K,94,A young boy and his little sister struggle to survive in Japan during World War II.,https://www.imdb.com/title/tt0095327/
The Wild Robot,2024,1h 42m,8.2,220K,85,A sentient robot stranded on an uninhabited island raises an orphaned gosling while trying to fit in with the local wildlife.,https://www.imdb.com/title/tt29623480/
Splitsville,2025,1h 44m,6.4,15K,73,"When Ashley asks for a divorce, the good-natured Carey runs to his friends, Julie and Paul, for support. Their secret to happiness is an open marriage; that is, until Carey crosses the line and throws all of their relationships into chaos.",https://www.imdb.com/title/tt33247023/
Trap,2024,1h 45m,5.8,164K,52,A father and his teen daughter attend a pop concert only to realize they've entered the center of a dark and sinister event.,https://www.imdb.com/title/tt26753003/
Thrash,N/A,N/A,N/A,N/A,N/A,"When a Category 5 hurricane decimates a coastal town, the storm surge brings devastation, chaos and something far more frightening: hungry sharks.",https://www.imdb.com/title/tt32362890/
Midsommar,2019,2h 28m,7.1,481K,72,A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.,https://www.imdb.com/title/tt8772262/
Heretic,2024,1h 51m,7.0,223K,71,Two young religious women are drawn into a game of cat-and-mouse in the house of a strange man.,https://www.imdb.com/title/tt28015403/
Alien,1979,1h 57m,8.5,1.1M,89,"After investigating a mysterious transmission of unknown origin, the crew of a commercial spacecraft encounters a deadly lifeform.",https://www.imdb.com/title/tt0078748/
Star Wars: Starfighter,N/A,N/A,N/A,N/A,N/A,"In a rebuilding galaxy, a solitary pilot becomes entangled in a crucial mission as new threats emerge. Their journey may alter the future of the Force itself.",https://www.imdb.com/title/tt28069611/
Me Before You,2016,1h 50m,7.4,333K,51,A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of.,https://www.imdb.com/title/tt2674426/
David,2025,1h 49m,6.9,5.3K,55,"From his mother's songs to his clash with Goliath, David's journey from humble shepherd to anointed king tests the limits of faith, courage, and love--culminating in a battle for the soul of a kingdom.",https://www.imdb.com/title/tt15678738/
John Wick: Chapter 4,2023,2h 49m,7.6,409K,78,"John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",https://www.imdb.com/title/tt10366206/
Blade Runner,1982,1h 57m,8.1,880K,84,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,https://www.imdb.com/title/tt0083658/
The Shining,1980,2h 26m,8.4,1.2M,68,"A family heads to an isolated hotel for the winter, where a sinister presence influences the father into violence. At the same time, his psychic son sees horrifying forebodings from both the past and the future.",https://www.imdb.com/title/tt0081505/
Tron: Ares,2025,1h 59m,6.2,77K,48,"A highly sophisticated program, Ares, is sent from the digital world into the real world on a dangerous mission.",https://www.imdb.com/title/tt6604188/
Warfare,2025,1h 35m,7.1,109K,78,"A platoon of Navy SEALs embark on a dangerous mission in Ramadi, Iraq, with the chaos and brotherhood of war retold through their memories of the event.",https://www.imdb.com/title/tt31434639/
The Intouchables,2011,1h 52m,8.5,1M,57,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",https://www.imdb.com/title/tt1675434/
Raiders of the Lost Ark,1981,1h 55m,8.4,1.1M,86,"In 1936, archaeologist Indiana Jones is tasked by Army Intelligence to help locate a legendary ancient power, the Ark of Covenant, before the Nazis get it first.",https://www.imdb.com/title/tt0082971/
The Hangover,2009,1h 40m,7.7,926K,73,Three buddies wake up from a bachelor party in Las Vegas with no memory of the previous night and the bachelor missing. They must make their way around the city in order to find their friend in time for his wedding.,https://www.imdb.com/title/tt1119646/
